"exptDate","cellLine","Well","Cell.Nucleus","conc","resp.ratio"
"2012-03-24","DS4","E03",9040,2e-06,0.526262170540379
"2012-03-24","DS4","E04",7672,2e-07,0.446624266856835
"2012-03-24","DS4","E05",15684,2e-08,0.913041579950808
"2012-03-24","DS4","E06",18187,2e-09,1.05875332916127
"2012-03-24","DS4","E07",16105,2e-10,0.937550028379735
"2012-03-24","DS4","E08",16529,2e-11,0.962233121334284
"2012-03-24","DS4","E09",16818,2e-12,0.979057210635852
"2012-03-24","DS4","E10",17914,2e-13,1.04286067732969
"2012-03-24","DS4","E11",17102,0,0.995590225728049
"2012-03-24","DS4","F03",8459,2e-06,0.492439347411623
"2012-03-24","DS4","F04",9196,2e-07,0.535343685872713
"2012-03-24","DS4","F05",17817,2e-08,1.03721383766791
"2012-03-24","DS4","F06",17984,2e-09,1.04693571626086
"2012-03-24","DS4","F07",17447,2e-10,1.01567434617456
"2012-03-24","DS4","F08",19490,2e-11,1.13460726812301
"2012-03-24","DS4","F09",19071,2e-12,1.11021524937783
"2012-03-24","DS4","F10",19437,2e-13,1.13152188150369
"2012-03-24","DS4","F11",18729,0,1.09030577345694
"2012-03-24","DS4","G03",8285,2e-06,0.482309964925558
"2012-03-24","DS4","G04",8146,2e-07,0.474218101905081
"2012-03-24","DS4","G05",16176,2e-08,0.941683282152785
"2012-03-24","DS4","G06",17951,2e-09,1.04501462647902
"2012-03-24","DS4","G07",15733,2e-10,0.915894107202631
"2012-03-24","DS4","G08",16608,2e-11,0.966832093842325
"2012-03-24","DS4","G09",17641,2e-12,1.0269680254981
"2012-03-24","DS4","G10",18337,2e-13,1.06748555544236
"2012-03-24","DS4","G11",17286,0,1.00630175663285
"2012-03-24","DS4","H03",6706,2e-06,0.390388729606613
"2012-03-24","DS4","H04",7336,2e-07,0.427064079987193
"2012-03-24","DS4","H05",14538,2e-08,0.846327371163278
"2012-03-24","DS4","H06",14338,2e-09,0.834684402788491
"2012-03-24","DS4","H07",14725,2e-10,0.857213546593704
"2012-03-24","DS4","H08",16548,2e-11,0.963339203329889
"2012-03-24","DS4","H09",16288,2e-12,0.948203344442666
"2012-03-24","DS4","H10",16761,2e-13,0.975738964649037
"2012-03-24","DS4","H11",15594,0,0.907802244182154
"2012-03-24","DS5","A03",5303,2e-06,0.326685250496681
"2012-03-24","DS5","A04",5778,2e-07,0.355947082287351
"2012-03-24","DS5","A05",13267,2e-08,0.817298362877516
"2012-03-24","DS5","A06",14683,2e-09,0.904529423541914
"2012-03-24","DS5","A07",14562,2e-10,0.897075356917343
"2012-03-24","DS5","A08",13693,2e-11,0.843541605704517
"2012-03-24","DS5","A09",13991,2e-12,0.861899554912138
"2012-03-24","DS5","A10",14181,2e-13,0.873604287628406
"2012-03-24","DS5","A11",13200,0,0.813170904498622
"2012-03-24","DS5","B03",7086,2e-06,0.436524926460396
"2012-03-24","DS5","B04",7299,2e-07,0.449646547873897
"2012-03-24","DS5","B05",18130,2e-08,1.11687791655758
"2012-03-24","DS5","B06",20269,2e-09,1.24864856540019
"2012-03-24","DS5","B07",18698,2e-10,1.15186890699358
"2012-03-24","DS5","B08",18418,2e-11,1.13461982720118
"2012-03-24","DS5","B09",17168,2e-12,1.05761500669942
"2012-03-24","DS5","B10",18435,2e-13,1.13566709276001
"2012-03-24","DS5","B11",17406,0,1.07227672452296
"2012-03-24","DS5","C03",7206,2e-06,0.443917389228566
"2012-03-24","DS5","C04",7972,2e-07,0.491105943232046
"2012-03-24","DS5","C05",18478,2e-08,1.13831605858527
"2012-03-24","DS5","C06",21359,2e-09,1.31579676887773
"2012-03-24","DS5","C07",18777,2e-10,1.15673561164929
"2012-03-24","DS5","C08",19539,2e-11,1.20367775022716
"2012-03-24","DS5","C09",19090,2e-12,1.17601761870293
"2012-03-24","DS5","C10",18231,2e-13,1.12309990605412
"2012-03-24","DS5","C11",17090,0,1.05280990590011
"2012-03-24","DS5","D03",6957,2e-06,0.428578028984614
"2012-03-24","DS5","D04",7597,2e-07,0.468004497081517
"2012-03-24","DS5","D05",18610,2e-08,1.14644776763025
"2012-03-24","DS5","D06",21018,2e-09,1.29478985384485
"2012-03-24","DS5","D07",19716,2e-10,1.21458163281021
"2012-03-24","DS5","D08",18787,2e-11,1.1573516502133
"2012-03-24","DS5","D09",18734,2e-12,1.15408664582403
"2012-03-24","DS5","D10",16839,2e-13,1.03734733794336
"2012-03-24","DS5","D11",17235,0,1.06174246507831
"2012-03-24","DS6","E03",5211,2e-06,0.450710316344844
"2012-03-24","DS6","E04",5844,2e-07,0.505459813609531
"2012-03-24","DS6","E05",9683,2e-08,0.837502973165827
"2012-03-24","DS6","E06",15647,2e-09,1.35334183838952
"2012-03-24","DS6","E07",13548,2e-10,1.17179492723852
"2012-03-24","DS6","E08",13043,2e-11,1.12811641836227
"2012-03-24","DS6","E09",13614,2e-12,1.17750340562631
"2012-03-24","DS6","E10",14592,2e-13,1.2620926762817
"2012-03-24","DS6","E11",13703,0,1.18520120224015
"2012-03-24","DS6","F03",5410,2e-06,0.467922243604991
"2012-03-24","DS6","F04",5548,2e-07,0.479858152961273
"2012-03-24","DS6","F05",10447,2e-08,0.903582935109304
"2012-03-24","DS6","F06",14918,2e-09,1.2902890998335
"2012-03-24","DS6","F07",13591,2e-10,1.17551408740026
"2012-03-24","DS6","F08",13600,2e-11,1.17629251627133
"2012-03-24","DS6","F09",13741,2e-12,1.18848790191796
"2012-03-24","DS6","F10",14458,2e-13,1.25050273531256
"2012-03-24","DS6","F11",12351,0,1.06826388738729
"2012-03-24","DS6","G03",5108,2e-06,0.441801630376024
"2012-03-24","DS6","G04",5300,2e-07,0.458408112958678
"2012-03-24","DS6","G05",8547,2e-08,0.739247951218457
"2012-03-24","DS6","G06",14049,2e-09,1.21512746772764
"2012-03-24","DS6","G07",11824,2e-10,1.02268255238178
"2012-03-24","DS6","G08",11944,2e-11,1.03306160399593
"2012-03-24","DS6","G09",11298,2e-12,0.977187709473047
"2012-03-24","DS6","G10",12227,2e-13,1.05753886738599
"2012-03-24","DS6","G11",10761,0,0.930741453499687
"2012-03-24","DS6","H03",4734,2e-06,0.409453586178563
"2012-03-24","DS6","H04",4776,2e-07,0.413086254243519
"2012-03-24","DS6","H05",7765,2e-08,0.671611131532856
"2012-03-24","DS6","H06",11550,2e-09,0.99898371786278
"2012-03-24","DS6","H07",12532,2e-10,1.08391895690531
"2012-03-24","DS6","H08",11093,2e-11,0.959456829632192
"2012-03-24","DS6","H09",10082,2e-12,0.872013319782905
"2012-03-24","DS6","H10",10260,2e-13,0.887408913010574
"2012-03-24","DS6","H11",9432,0,0.815793456872878
"2012-03-24","DS7","A03",6662,2e-06,0.229862848270508
"2012-03-24","DS7","A04",7423,2e-07,0.256120072457517
"2012-03-24","DS7","A05",11154,2e-08,0.384852928491331
"2012-03-24","DS7","A06",19385,2e-09,0.668851893383939
"2012-03-24","DS7","A07",20883,2e-10,0.720538255844044
"2012-03-24","DS7","A08",24361,2e-11,0.840541706202019
"2012-03-24","DS7","A09",23897,2e-12,0.824532045199689
"2012-03-24","DS7","A10",22102,2e-13,0.762598119554904
"2012-03-24","DS7","A11",24265,0,0.837229362546364
"2012-03-24","DS7","B03",10708,2e-06,0.369464331924437
"2012-03-24","DS7","B04",11180,2e-07,0.385750021564737
"2012-03-24","DS7","B05",19624,2e-08,0.677098248943328
"2012-03-24","DS7","B06",32494,2e-09,1.12115932027948
"2012-03-24","DS7","B07",30025,2e-10,1.03596998188562
"2012-03-24","DS7","B08",31128,2e-11,1.0740274303459
"2012-03-24","DS7","B09",29619,2e-12,1.02196152850858
"2012-03-24","DS7","B10",31880,2e-13,1.09997412231519
"2012-03-24","DS7","B11",27747,0,0.957370827223324
"2012-03-24","DS7","C03",11229,2e-06,0.387440696972311
"2012-03-24","DS7","C04",11517,2e-07,0.397377727939274
"2012-03-24","DS7","C05",19868,2e-08,0.685517122401449
"2012-03-24","DS7","C06",34481,2e-09,1.18971793323557
"2012-03-24","DS7","C07",34922,2e-10,1.20493401190374
"2012-03-24","DS7","C08",35033,2e-11,1.20876390925559
"2012-03-24","DS7","C09",33663,2e-12,1.16149400500302
"2012-03-24","DS7","C10",34311,2e-13,1.18385232467869
"2012-03-24","DS7","C11",33319,0,1.14962477357026
"2012-03-24","DS7","D03",10670,2e-06,0.368153195894074
"2012-03-24","DS7","D04",11478,2e-07,0.396032088329164
"2012-03-24","DS7","D05",20135,2e-08,0.694729578193738
"2012-03-24","DS7","D06",33438,2e-09,1.15373069956008
"2012-03-24","DS7","D07",33924,2e-10,1.17049943931683
"2012-03-24","DS7","D08",34875,2e-11,1.20331234365565
"2012-03-24","DS7","D09",31942,2e-12,1.10211334425947
"2012-03-24","DS7","D10",33890,2e-13,1.16932631760545
"2012-03-24","DS7","D11",30599,0,1.05577503666005
"2012-03-24","par","E03",6114,2e-06,0.336674008810573
"2012-03-24","par","E04",7059,2e-07,0.388711453744493
"2012-03-24","par","E05",12265,2e-08,0.675385462555066
"2012-03-24","par","E06",22995,2e-09,1.26624449339207
"2012-03-24","par","E07",18505,2e-10,1.01899779735683
"2012-03-24","par","E08",18445,2e-11,1.01569383259912
"2012-03-24","par","E09",18620,2e-12,1.02533039647577
"2012-03-24","par","E10",17146,2e-13,0.944162995594714
"2012-03-24","par","E11",14773,0,0.813491189427313
"2012-03-24","par","F03",8924,2e-06,0.491409691629956
"2012-03-24","par","F04",8263,2e-07,0.455011013215859
"2012-03-24","par","F05",17286,2e-08,0.951872246696035
"2012-03-24","par","F06",21108,2e-09,1.16233480176211
"2012-03-24","par","F07",23545,2e-10,1.29653083700441
"2012-03-24","par","F08",19913,2e-11,1.09653083700441
"2012-03-24","par","F09",24327,2e-12,1.33959251101322
"2012-03-24","par","F10",23030,2e-13,1.2681718061674
"2012-03-24","par","F11",24237,0,1.33463656387665
"2012-03-24","par","G03",7251,2e-06,0.399284140969163
"2012-03-24","par","G04",7178,2e-07,0.395264317180617
"2012-03-24","par","G05",13512,2e-08,0.744052863436123
"2012-03-24","par","G06",18174,2e-09,1.00077092511013
"2012-03-24","par","G07",17924,2e-10,0.987004405286344
"2012-03-24","par","G08",18497,2e-11,1.01855726872247
"2012-03-24","par","G09",18557,2e-12,1.02186123348018
"2012-03-24","par","G10",19323,2e-13,1.06404185022026
"2012-03-24","par","G11",19915,0,1.096640969163
"2012-03-24","par","H03",4775,2e-06,0.262940528634361
"2012-03-24","par","H04",4931,2e-07,0.271530837004405
"2012-03-24","par","H05",9308,2e-08,0.512555066079295
"2012-03-24","par","H06",13471,2e-09,0.741795154185022
"2012-03-24","par","H07",14921,2e-10,0.821640969162996
"2012-03-24","par","H08",14372,2e-11,0.791409691629956
"2012-03-24","par","H09",13543,2e-12,0.745759911894273
"2012-03-24","par","H10",15785,2e-13,0.869218061674009
"2012-03-24","par","H11",13715,0,0.75523127753304
"2012-03-26","DS1","A03",6846,4e-06,0.315160722300867
"2012-03-26","DS1","A04",6760,8e-07,0.311201648079734
"2012-03-26","DS1","A05",7052,1.6e-07,0.324644086132882
"2012-03-26","DS1","A06",8387,3.2e-08,0.386101808053954
"2012-03-26","DS1","A07",15219,6.4e-09,0.700618029900217
"2012-03-26","DS1","A08",18205,1.28e-09,0.838080769717686
"2012-03-26","DS1","A09",18495,2.56e-10,0.851431136277319
"2012-03-26","DS1","A10",19970,5.12e-11,0.919333862744421
"2012-03-26","DS1","A11",19515,0,0.898387597969824
"2012-03-26","DS1","B03",8257,4e-06,0.380117160975497
"2012-03-26","DS1","B04",8417,8e-07,0.387482880456675
"2012-03-26","DS1","B05",7632,1.6e-07,0.351344819252149
"2012-03-26","DS1","B06",10475,3.2e-08,0.482224447283315
"2012-03-26","DS1","B07",20604,6.4e-09,0.948520526188585
"2012-03-26","DS1","B08",23832,1.28e-09,1.09712391672133
"2012-03-26","DS1","B09",23204,2.56e-10,1.06821346775771
"2012-03-26","DS1","B10",21295,5.12e-11,0.980331227197919
"2012-03-26","DS1","B11",20403,0,0.939267341090357
"2012-03-26","DS1","C03",8072,4e-06,0.371600547825386
"2012-03-26","DS1","C04",8339,8e-07,0.383892092209601
"2012-03-26","DS1","C05",7040,1.6e-07,0.324091657171794
"2012-03-26","DS1","C06",9346,3.2e-08,0.430250089194259
"2012-03-26","DS1","C07",19736,6.4e-09,0.9085614980032
"2012-03-26","DS1","C08",22408,1.28e-09,1.03156901333886
"2012-03-26","DS1","C09",23512,2.56e-10,1.08239247775898
"2012-03-26","DS1","C10",24765,5.12e-11,1.14007526844595
"2012-03-26","DS1","C11",23058,0,1.06149224873114
"2012-03-26","DS1","D03",6442,4e-06,0.296562280610894
"2012-03-26","DS1","D04",6842,8e-07,0.314976579313837
"2012-03-26","DS1","D05",8437,1.6e-07,0.388403595391822
"2012-03-26","DS1","D06",8855,3.2e-08,0.407646537536397
"2012-03-26","DS1","D07",16637,6.4e-09,0.76589671880215
"2012-03-26","DS1","D08",24670,1.28e-09,1.135701872504
"2012-03-26","DS1","D09",22704,2.56e-10,1.04519559437904
"2012-03-26","DS1","D10",23913,5.12e-11,1.10085281220868
"2012-03-26","DS1","D11",23913,0,1.10085281220868
"2012-03-26","DS2","E03",11508,4e-06,0.441922755681
"2012-03-26","DS2","E04",12087,8e-07,0.464157138331269
"2012-03-26","DS2","E05",11348,1.6e-07,0.435778539404587
"2012-03-26","DS2","E06",18128,3.2e-08,0.696139704117585
"2012-03-26","DS2","E07",37921,6.4e-09,1.45621765886159
"2012-03-26","DS2","E08",35131,1.28e-09,1.34907788754164
"2012-03-26","DS2","E09",33706,2.56e-10,1.29435596132984
"2012-03-26","DS2","E10",30714,5.12e-11,1.17945911696092
"2012-03-26","DS2","E11",27476,0,1.05511554006701
"2012-03-26","DS2","F03",9374,4e-06,0.359974271094343
"2012-03-26","DS2","F04",9947,8e-07,0.381978245634246
"2012-03-26","DS2","F05",9548,1.6e-07,0.366656106294942
"2012-03-26","DS2","F06",16212,3.2e-08,0.62256271420754
"2012-03-26","DS2","F07",31133,6.4e-09,1.19554928333477
"2012-03-26","DS2","F08",29989,1.28e-09,1.15161813695842
"2012-03-26","DS2","F09",28521,2.56e-10,1.09524495262233
"2012-03-26","DS2","F10",29744,5.12e-11,1.14220980578516
"2012-03-26","DS2","F11",31401,0,1.20584084559776
"2012-03-26","DS2","G03",9296,4e-06,0.356978965659591
"2012-03-26","DS2","G04",9171,8e-07,0.352178796693644
"2012-03-26","DS2","G05",9800,1.6e-07,0.376333246930292
"2012-03-26","DS2","G06",13938,3.2e-08,0.535238040379021
"2012-03-26","DS2","G07",26463,6.4e-09,1.01621497076697
"2012-03-26","DS2","G08",27771,1.28e-09,1.06644393882665
"2012-03-26","DS2","G09",26622,2.56e-10,1.02232078569166
"2012-03-26","DS2","G10",23730,5.12e-11,0.911264076495493
"2012-03-26","DS2","G11",23253,0,0.892946631721437
"2012-03-26","DS2","H03",7068,4e-06,0.271420754010541
"2012-03-26","DS2","H04",7347,8e-07,0.282134731142536
"2012-03-26","DS2","H05",7665,1.6e-07,0.294346360991907
"2012-03-26","DS2","H06",10620,3.2e-08,0.407822355346908
"2012-03-26","DS2","H07",22071,6.4e-09,0.847556233979436
"2012-03-26","DS2","H08",21797,1.28e-09,0.837034263606079
"2012-03-26","DS2","H09",23631,2.56e-10,0.907462342674462
"2012-03-26","DS2","H10",22264,5.12e-11,0.854967694862859
"2012-03-26","DS2","H11",22033,0,0.846096982613788
"2012-03-26","DS3","A03",7958,4e-06,0.349425892994358
"2012-03-26","DS3","A04",8385,8e-07,0.368174932490285
"2012-03-26","DS3","A05",8873,1.6e-07,0.389602406199917
"2012-03-26","DS3","A06",10935,3.2e-08,0.48014226437463
"2012-03-26","DS3","A07",18089,6.4e-09,0.794265516257218
"2012-03-26","DS3","A08",18700,1.28e-09,0.821093767151858
"2012-03-26","DS3","A09",18624,2.56e-10,0.817756701574129
"2012-03-26","DS3","A10",22341,5.12e-11,0.980965553579661
"2012-03-26","DS3","A11",19033,0,0.835715383433226
"2012-03-26","DS3","B03",10004,4e-06,0.439263211047443
"2012-03-26","DS3","B04",9231,8e-07,0.405321741421326
"2012-03-26","DS3","B05",11035,1.6e-07,0.4845331401348
"2012-03-26","DS3","B06",15398,3.2e-08,0.676107049551033
"2012-03-26","DS3","B07",22308,6.4e-09,0.979516564578805
"2012-03-26","DS3","B08",23708,1.28e-09,1.04098882522119
"2012-03-26","DS3","B09",22243,2.56e-10,0.976662495334695
"2012-03-26","DS3","B10",24188,5.12e-11,1.06206502887001
"2012-03-26","DS3","B11",23242,0,1.0205273441788
"2012-03-26","DS3","C03",9944,4e-06,0.436628685591341
"2012-03-26","DS3","C04",9926,8e-07,0.435838327954511
"2012-03-26","DS3","C05",11053,1.6e-07,0.485323497771631
"2012-03-26","DS3","C06",16088,3.2e-08,0.706404092296208
"2012-03-26","DS3","C07",25593,6.4e-09,1.1237568333004
"2012-03-26","DS3","C08",26017,1.28e-09,1.14237414652352
"2012-03-26","DS3","C09",26188,2.56e-10,1.14988254407342
"2012-03-26","DS3","C10",26117,5.12e-11,1.14676502228369
"2012-03-26","DS3","C11",24157,0,1.06070385738436
"2012-03-26","DS3","D03",9930,4e-06,0.436013962984917
"2012-03-26","DS3","D04",8941,8e-07,0.392588201716832
"2012-03-26","DS3","D05",8984,1.6e-07,0.394476278293706
"2012-03-26","DS3","D06",14654,3.2e-08,0.643438933895365
"2012-03-26","DS3","D07",23521,6.4e-09,1.03277788754967
"2012-03-26","DS3","D08",21673,1.28e-09,0.951634503501723
"2012-03-26","DS3","D09",22470,2.56e-10,0.986629783310281
"2012-03-26","DS3","D10",26857,5.12e-11,1.17925750290896
"2012-03-26","DS3","D11",24666,0,1.08305341500362
"2012-03-26","DS4","E03",10014,4e-06,0.537577839811037
"2012-03-26","DS4","E04",9754,8e-07,0.523620356452652
"2012-03-26","DS4","E05",9892,1.6e-07,0.531028559158256
"2012-03-26","DS4","E06",19887,3.2e-08,1.06758642903157
"2012-03-26","DS4","E07",22751,6.4e-09,1.22133347648701
"2012-03-26","DS4","E08",20267,1.28e-09,1.08798582778613
"2012-03-26","DS4","E09",21463,2.56e-10,1.1521902512347
"2012-03-26","DS4","E10",20865,5.12e-11,1.12008803951041
"2012-03-26","DS4","E11",19915,0,1.06908954262401
"2012-03-26","DS4","F03",9097,4e-06,0.488350869658578
"2012-03-26","DS4","F04",8957,8e-07,0.480835301696371
"2012-03-26","DS4","F05",8779,1.6e-07,0.471279793858707
"2012-03-26","DS4","F06",17476,3.2e-08,0.938157612196693
"2012-03-26","DS4","F07",23250,6.4e-09,1.24812110800945
"2012-03-26","DS4","F08",22378,1.28e-09,1.20130985613056
"2012-03-26","DS4","F09",20906,2.56e-10,1.12228902727078
"2012-03-26","DS4","F10",21959,5.12e-11,1.17881683487224
"2012-03-26","DS4","F11",20212,0,1.08503328322955
"2012-03-26","DS4","G03",8349,4e-06,0.44819626368907
"2012-03-26","DS4","G04",8230,8e-07,0.441808030921194
"2012-03-26","DS4","G05",8064,1.6e-07,0.432896714623148
"2012-03-26","DS4","G06",15692,3.2e-08,0.84238780330685
"2012-03-26","DS4","G07",18463,6.4e-09,0.991142366330256
"2012-03-26","DS4","G08",18866,1.28e-09,1.01277646553575
"2012-03-26","DS4","G09",18970,2.56e-10,1.01835945887911
"2012-03-26","DS4","G10",19696,5.12e-11,1.05733304702598
"2012-03-26","DS4","G11",18995,0,1.01970152458664
"2012-03-26","DS4","H03",5832,4e-06,0.313077088254241
"2012-03-26","DS4","H04",5274,8e-07,0.283122181662014
"2012-03-26","DS4","H05",5869,1.6e-07,0.315063345501396
"2012-03-26","DS4","H06",11187,3.2e-08,0.600547562808675
"2012-03-26","DS4","H07",15409,6.4e-09,0.827195619497531
"2012-03-26","DS4","H08",13896,1.28e-09,0.745973802877389
"2012-03-26","DS4","H09",14699,2.56e-10,0.789080953403479
"2012-03-26","DS4","H10",15164,5.12e-11,0.814043375563668
"2012-03-26","DS4","H11",15390,0,0.826175649559802
"2012-03-26","DS5","A03",11996,4e-06,0.385302241922015
"2012-03-26","DS5","A04",12533,8e-07,0.402550266589581
"2012-03-26","DS5","A05",14324,1.6e-07,0.460075801374703
"2012-03-26","DS5","A06",23831,3.2e-08,0.765433288366416
"2012-03-26","DS5","A07",33236,6.4e-09,1.06751461424809
"2012-03-26","DS5","A08",29518,1.28e-09,0.948095329864457
"2012-03-26","DS5","A09",30940,2.56e-10,0.993768870045609
"2012-03-26","DS5","A10",30238,5.12e-11,0.971221172994154
"2012-03-26","DS5","A11",28852,0,0.926703924969487
"2012-03-26","DS5","B03",13145,4e-06,0.422207233249823
"2012-03-26","DS5","B04",13655,8e-07,0.438588038800026
"2012-03-26","DS5","B05",14322,1.6e-07,0.460011562921565
"2012-03-26","DS5","B06",28348,3.2e-08,0.910515834778699
"2012-03-26","DS5","B07",35392,6.4e-09,1.13676366673091
"2012-03-26","DS5","B08",32776,1.28e-09,1.05273977002634
"2012-03-26","DS5","B09",34236,2.56e-10,1.09963384081711
"2012-03-26","DS5","B10",31297,5.12e-11,1.00523543393075
"2012-03-26","DS5","B11",32413,0,1.04108049078178
"2012-03-26","DS5","C03",12945,4e-06,0.415783387936018
"2012-03-26","DS5","C04",13365,8e-07,0.429273463095009
"2012-03-26","DS5","C05",14356,1.6e-07,0.461103616624912
"2012-03-26","DS5","C06",27906,3.2e-08,0.89631913663519
"2012-03-26","DS5","C07",36982,6.4e-09,1.18783323697565
"2012-03-26","DS5","C08",32342,1.28e-09,1.03880002569538
"2012-03-26","DS5","C09",34549,2.56e-10,1.10968715873322
"2012-03-26","DS5","C10",32731,5.12e-11,1.05129440483073
"2012-03-26","DS5","C11",32497,0,1.04377850581358
"2012-03-26","DS5","D03",10022,4e-06,0.321898888674761
"2012-03-26","DS5","D04",11425,8e-07,0.366962163551102
"2012-03-26","DS5","D05",11539,1.6e-07,0.37062375537997
"2012-03-26","DS5","D06",22041,3.2e-08,0.707939872807863
"2012-03-26","DS5","D07",31994,6.4e-09,1.02762253484936
"2012-03-26","DS5","D08",34963,1.28e-09,1.12298451853279
"2012-03-26","DS5","D09",30206,2.56e-10,0.970193357743946
"2012-03-26","DS5","D10",30611,5.12e-11,0.9832016445044
"2012-03-26","DS5","D11",30774,0,0.988437078435151
"2012-03-26","DS6","E03",5820,4e-06,0.408406722571138
"2012-03-26","DS6","E04",5685,8e-07,0.398933370758921
"2012-03-26","DS6","E05",5908,1.6e-07,0.414581944493176
"2012-03-26","DS6","E06",8739,3.2e-08,0.613241640644188
"2012-03-26","DS6","E07",13955,6.4e-09,0.979263885477702
"2012-03-26","DS6","E08",13852,1.28e-09,0.972036068909863
"2012-03-26","DS6","E09",15167,2.56e-10,1.0643135328585
"2012-03-26","DS6","E10",15103,5.12e-11,1.05982246236974
"2012-03-26","DS6","E11",15669,0,1.09954036700467
"2012-03-26","DS6","F03",5295,4e-06,0.371565909968071
"2012-03-26","DS6","F04",5946,8e-07,0.417248517595874
"2012-03-26","DS6","F05",5700,1.6e-07,0.399985965404723
"2012-03-26","DS6","F06",8717,3.2e-08,0.611697835163678
"2012-03-26","DS6","F07",13289,6.4e-09,0.932528683204098
"2012-03-26","DS6","F08",15782,1.28e-09,1.10746991333637
"2012-03-26","DS6","F09",14285,2.56e-10,1.00242096768534
"2012-03-26","DS6","F10",14670,5.12e-11,1.02943756359426
"2012-03-26","DS6","F11",15771,0,1.10669801059612
"2012-03-26","DS6","G03",5248,4e-06,0.368267780077892
"2012-03-26","DS6","G04",5670,8e-07,0.397880776113119
"2012-03-26","DS6","G05",5613,1.6e-07,0.393880916459072
"2012-03-26","DS6","G06",8439,3.2e-08,0.59218974772815
"2012-03-26","DS6","G07",15911,6.4e-09,1.11652222729027
"2012-03-26","DS6","G08",14458,1.28e-09,1.01456089260026
"2012-03-26","DS6","G09",14418,2.56e-10,1.01175397354479
"2012-03-26","DS6","G10",14646,5.12e-11,1.02775341216098
"2012-03-26","DS6","G11",14861,0,1.04284060208414
"2012-03-26","DS6","H03",4047,4e-06,0.283990035437353
"2012-03-26","DS6","H04",4025,8e-07,0.282446229956844
"2012-03-26","DS6","H05",4281,1.6e-07,0.300410511911863
"2012-03-26","DS6","H06",6305,3.2e-08,0.442440616118733
"2012-03-26","DS6","H07",10207,6.4e-09,0.716255569980001
"2012-03-26","DS6","H08",12228,1.28e-09,0.85807515525771
"2012-03-26","DS6","H09",11618,2.56e-10,0.815269639661766
"2012-03-26","DS6","H10",12077,5.12e-11,0.847479035823304
"2012-03-26","DS6","H11",10701,0,0.750921020315077
"2012-03-26","DS7","A03",9999,4e-06,0.270248721257863
"2012-03-26","DS7","A04",10697,8e-07,0.289113968526389
"2012-03-26","DS7","A05",11361,1.6e-07,0.307060278248883
"2012-03-26","DS7","A06",15657,3.2e-08,0.423170739947431
"2012-03-26","DS7","A07",26875,6.4e-09,0.726366074988007
"2012-03-26","DS7","A08",30596,1.28e-09,0.826935681128672
"2012-03-26","DS7","A09",32912,2.56e-10,0.889531544558336
"2012-03-26","DS7","A10",31887,5.12e-11,0.861828280302979
"2012-03-26","DS7","A11",32076,0,0.866936491955918
"2012-03-26","DS7","B03",11820,4e-06,0.319465935120306
"2012-03-26","DS7","B04",12287,8e-07,0.332087812590796
"2012-03-26","DS7","B05",12983,1.6e-07,0.350899004709555
"2012-03-26","DS7","B06",18435,3.2e-08,0.498253342973168
"2012-03-26","DS7","B07",32428,6.4e-09,0.876450198314831
"2012-03-26","DS7","B08",38997,1.28e-09,1.05399433772306
"2012-03-26","DS7","B09",37610,2.56e-10,1.01650709135996
"2012-03-26","DS7","B10",37663,5.12e-11,1.01793955282877
"2012-03-26","DS7","B11",38696,0,1.0458590376832
"2012-03-26","DS7","C03",12511,4e-06,0.338141989364649
"2012-03-26","DS7","C04",13310,8e-07,0.359737021696386
"2012-03-26","DS7","C05",13939,1.6e-07,0.376737366297966
"2012-03-26","DS7","C06",20372,3.2e-08,0.550605755522071
"2012-03-26","DS7","C07",36749,6.4e-09,0.993236349385461
"2012-03-26","DS7","C08",38169,1.28e-09,1.03161550571971
"2012-03-26","DS7","C09",40974,2.56e-10,1.1074278532673
"2012-03-26","DS7","C10",40413,5.12e-11,1.09226538375778
"2012-03-26","DS7","C11",39016,0,1.05450786164584
"2012-03-26","DS7","D03",10346,4e-06,0.27962728974236
"2012-03-26","DS7","D04",10164,8e-07,0.274708271113604
"2012-03-26","DS7","D05",10757,1.6e-07,0.290735623019386
"2012-03-26","DS7","D06",16648,3.2e-08,0.449955066656757
"2012-03-26","DS7","D07",29249,6.4e-09,0.790529537760901
"2012-03-26","DS7","D08",38255,1.28e-09,1.03393987715967
"2012-03-26","DS7","D09",38627,2.56e-10,1.04399413501625
"2012-03-26","DS7","D10",35187,5.12e-11,0.951019277417785
"2012-03-26","DS7","D11",38209,0,1.03269660871504
"2012-03-26","par","E03",8445,4e-06,0.393037488655668
"2012-03-26","par","E04",8643,8e-07,0.402252577199637
"2012-03-26","par","E05",9483,1.6e-07,0.441346892234659
"2012-03-26","par","E06",16220,3.2e-08,0.754892606985782
"2012-03-26","par","E07",25479,6.4e-09,1.18581434854443
"2012-03-26","par","E08",23792,1.28e-09,1.10729993251577
"2012-03-26","par","E09",24502,2.56e-10,1.14034393689061
"2012-03-26","par","E10",24339,5.12e-11,1.13275777813976
"2012-03-26","par","E11",20812,0,0.968608195843902
"2012-03-26","par","F03",9121,4e-06,0.424499104088614
"2012-03-26","par","F04",8917,8e-07,0.415004770437251
"2012-03-26","par","F05",8741,1.6e-07,0.40681358062039
"2012-03-26","par","F06",16792,3.2e-08,0.781513973890582
"2012-03-26","par","F07",26460,6.4e-09,1.23147092360319
"2012-03-26","par","F08",25840,1.28e-09,1.20261559583925
